channel_id,video_id,video_title,author,comment,publishedAt,is_reply,reply_to,clean_comment,Label
UCQqSJr6WYH0Bq7mrlFhzWDw,-8nofSjsHA8,"THE LOCKER ROOM | ARSENAL KHÔNG SỢ BERNABEU ĐÂU, NHƯNG CÓ NHỮNG BÀI HỌC HỌ PHẢI NHỚ",@thaunguyen84,Ông Quân nói quá. Nhìn đội hình Real giờ hàng tiền vệ và hậu vệ nát thế chỉ có thua thêm chứ làm gì có cửa lật kèo.,2025-04-14T14:39:25Z,FALSE,,ông quân nói quá nhìn đội_hình real giờ hàng tiền_vệ hậu_vệ nát_thế thua thêm làm_gì cửa lật kèo,0
UCQqSJr6WYH0Bq7mrlFhzWDw,-8nofSjsHA8,"THE LOCKER ROOM | ARSENAL KHÔNG SỢ BERNABEU ĐÂU, NHƯNG CÓ NHỮNG BÀI HỌC HỌ PHẢI NHỚ",@HoaHuu-mq2xe,"Sau nhiều trận đấu lộn ngược dòng 
Thì đội bóng nào cũng cẩn thận đá hết mình 
Chứ không chủ quan như hồi xưa nữa đâu.",2025-04-14T14:37:41Z,FALSE,,trận đấu_lộn ngược dòng đội bóng nào cẩn_thận đá hết_mình chủ_quan hồi xưa đâu,0
UCQqSJr6WYH0Bq7mrlFhzWDw,-8nofSjsHA8,"THE LOCKER ROOM | ARSENAL KHÔNG SỢ BERNABEU ĐÂU, NHƯNG CÓ NHỮNG BÀI HỌC HỌ PHẢI NHỚ",@quangbui9697,Không có anh 7 và Benzema thì ngược dòng kiểu gì,2025-04-14T14:26:52Z,FALSE,,anh 7 benzema ngược dòng kiểu,0
UCQqSJr6WYH0Bq7mrlFhzWDw,-8nofSjsHA8,"THE LOCKER ROOM | ARSENAL KHÔNG SỢ BERNABEU ĐÂU, NHƯNG CÓ NHỮNG BÀI HỌC HỌ PHẢI NHỚ",@tràđáchannel123,Nhà trẻ lại khóc nức nở thôi,2025-04-14T14:21:55Z,FALSE,,nhà trẻ khóc nức_nở thôi,0
UCQqSJr6WYH0Bq7mrlFhzWDw,-8nofSjsHA8,"THE LOCKER ROOM | ARSENAL KHÔNG SỢ BERNABEU ĐÂU, NHƯNG CÓ NHỮNG BÀI HỌC HỌ PHẢI NHỚ",@blvanhquan68,trận này rất căng đây,2025-04-14T14:26:38Z,TRUE,@tràđáchannel123,trận căng,0
UCQqSJr6WYH0Bq7mrlFhzWDw,-8nofSjsHA8,"THE LOCKER ROOM | ARSENAL KHÔNG SỢ BERNABEU ĐÂU, NHƯNG CÓ NHỮNG BÀI HỌC HỌ PHẢI NHỚ",@doantrang6352,Phao se vat  long ken ken. Halo halo🗣🗣🗣  hay cho xem o san tap betbeubeu  phao  vat  long ken ken nao?,2025-04-14T14:21:21Z,FALSE,,phao se vat long_ken ken halo halo hay xem o san_tap betbeubeu phao vat long_ken ken nao,0
UCQqSJr6WYH0Bq7mrlFhzWDw,-8nofSjsHA8,"THE LOCKER ROOM | ARSENAL KHÔNG SỢ BERNABEU ĐÂU, NHƯNG CÓ NHỮNG BÀI HỌC HỌ PHẢI NHỚ",@songyan6162,Phết,2025-04-14T14:21:17Z,FALSE,,phết,0
UCQqSJr6WYH0Bq7mrlFhzWDw,-8nofSjsHA8,"THE LOCKER ROOM | ARSENAL KHÔNG SỢ BERNABEU ĐÂU, NHƯNG CÓ NHỮNG BÀI HỌC HỌ PHẢI NHỚ",@lenhoangviet8788,Lịch sử real Madrid mạnh chứ hiện tại có mạnh bằng lịch sử đâu nhể,2025-04-14T14:19:51Z,FALSE,,lịch_sử real madrid mạnh hiện_tại mạnh bằng lịch_sử đâu nhể,0
UCQqSJr6WYH0Bq7mrlFhzWDw,-8nofSjsHA8,"THE LOCKER ROOM | ARSENAL KHÔNG SỢ BERNABEU ĐÂU, NHƯNG CÓ NHỮNG BÀI HỌC HỌ PHẢI NHỚ",@chautran4866,Nếu Real chơi đúng chất cháy hết mình lật ngược lại  thế dẫn trước . Là có cơ hội thắng ngược.,2025-04-14T14:18:25Z,FALSE,,real chơi đúng chất cháy hết_mình lật ngược_lại thế dẫn cơ_hội thắng ngược,0
UCQqSJr6WYH0Bq7mrlFhzWDw,-8nofSjsHA8,"THE LOCKER ROOM | ARSENAL KHÔNG SỢ BERNABEU ĐÂU, NHƯNG CÓ NHỮNG BÀI HỌC HỌ PHẢI NHỚ",@HaNguyen-wo8wz,Pháo bắn tan xác bày kền kền thôi BLV A. Quân à,2025-04-14T14:17:39Z,FALSE,,pháo bắn tan xác bày kền kền thôi blv a_quân à,0
UCQqSJr6WYH0Bq7mrlFhzWDw,-8nofSjsHA8,"THE LOCKER ROOM | ARSENAL KHÔNG SỢ BERNABEU ĐÂU, NHƯNG CÓ NHỮNG BÀI HỌC HỌ PHẢI NHỚ",@blvanhquan68,chưa biết đc bạn à,2025-04-14T14:26:26Z,TRUE,@HaNguyen-wo8wz,biết đc bạn à,0
UCQqSJr6WYH0Bq7mrlFhzWDw,-8nofSjsHA8,"THE LOCKER ROOM | ARSENAL KHÔNG SỢ BERNABEU ĐÂU, NHƯNG CÓ NHỮNG BÀI HỌC HỌ PHẢI NHỚ",@TrườngVũ-e3g7r,Kền kền lượt về ko vỡ trận đã là mây mắn lắm rồi,2025-04-14T14:16:33Z,FALSE,,kền kền lượt về ko vỡ_trận mây_mắn lắm,0
UCQqSJr6WYH0Bq7mrlFhzWDw,-8nofSjsHA8,"THE LOCKER ROOM | ARSENAL KHÔNG SỢ BERNABEU ĐÂU, NHƯNG CÓ NHỮNG BÀI HỌC HỌ PHẢI NHỚ",@vutran-xz8xx,"Đúng rồi phải lật chứ, lật sang trang mới 3-1 cho ars",2025-04-14T14:15:59Z,FALSE,,đúng lật lật sang trang mới 3 1 ars,0
UCQqSJr6WYH0Bq7mrlFhzWDw,-8nofSjsHA8,"THE LOCKER ROOM | ARSENAL KHÔNG SỢ BERNABEU ĐÂU, NHƯNG CÓ NHỮNG BÀI HỌC HỌ PHẢI NHỚ",@nguyenloc5024,"Chưa 1 đội nào thua trc 0 3 rồi mà cứ lên bị lên clip miết, đội thắng thì vẫn nhấp nhổm 😂. Tui fan real đây, lý trí thì del có cửa nhưng tâm linh cứ nghĩ còn",2025-04-14T14:14:52Z,FALSE,,1 đội nào thua trc 0 3 clip miết đội thắng nhấp_nhổm tui fan real lý_trí del cửa tâm_linh nghĩ còn,0
UCQqSJr6WYH0Bq7mrlFhzWDw,-8nofSjsHA8,"THE LOCKER ROOM | ARSENAL KHÔNG SỢ BERNABEU ĐÂU, NHƯNG CÓ NHỮNG BÀI HỌC HỌ PHẢI NHỚ",@harrymacgai,hàng thủ nào còn chọt chứ pháo thì đừng có mà ảo thấy nó chơi thiếu người cầm hòa MC chx pháo giờ khác r,2025-04-14T14:14:07Z,FALSE,,hàng thủ nào còn chọt pháo đừng ảo thấy nó chơi thiếu người cầm hòa mc chx pháo giờ khác r,0
UCQqSJr6WYH0Bq7mrlFhzWDw,-8nofSjsHA8,"THE LOCKER ROOM | ARSENAL KHÔNG SỢ BERNABEU ĐÂU, NHƯNG CÓ NHỮNG BÀI HỌC HỌ PHẢI NHỚ",@hieunguyen4933,"Thôi đi anh quân, xem trận gặp alavet hôm qua chưa lạc quan vừa thôi😂😂😂",2025-04-14T14:12:59Z,FALSE,,thôi đi anh quân xem trận gặp alavet hôm_qua lạc_quan thôi,0
UCQqSJr6WYH0Bq7mrlFhzWDw,-8nofSjsHA8,"THE LOCKER ROOM | ARSENAL KHÔNG SỢ BERNABEU ĐÂU, NHƯNG CÓ NHỮNG BÀI HỌC HỌ PHẢI NHỚ",@blvanhquan68,chưa biết đc đâu bạn à,2025-04-14T14:26:06Z,TRUE,@hieunguyen4933,biết đc đâu bạn à,0
UCQqSJr6WYH0Bq7mrlFhzWDw,-8nofSjsHA8,"THE LOCKER ROOM | ARSENAL KHÔNG SỢ BERNABEU ĐÂU, NHƯNG CÓ NHỮNG BÀI HỌC HỌ PHẢI NHỚ",@Dangnhankiet,"Theo lời kể của BLV Anh Quân thì Real nó chơi bẩn thế nhỉ, trên sân nhà đã dùng biết bao nhiêu tiểu xảo , rồi mua trọng tài, đủ trò xấu...vậy sao gọi là fairplay , sao xứng danh nhà vua nhỉ, vừa ăn gian vừa bẩn tính thế kia cơ mà, cám ơn Anh Quân đã vạch ra bộ mặt xấu xa dơ bẩn của Real",2025-04-14T14:12:35Z,FALSE,,lời kể blv anh quân real nó chơi bẩn thế_nhỉ sân_nhà dùng biết_bao_nhiêu tiểu_xảo mua trọng_tài đủ trò xấu sao gọi_là fairplay sao xứng_danh nhà_vua nhỉ ăn_gian bẩn_tính thế kia cơ_mà cám_ơn anh quân vạch bộ_mặt xấu_xa dơ_bẩn real,1
UCQqSJr6WYH0Bq7mrlFhzWDw,-8nofSjsHA8,"THE LOCKER ROOM | ARSENAL KHÔNG SỢ BERNABEU ĐÂU, NHƯNG CÓ NHỮNG BÀI HỌC HỌ PHẢI NHỚ",@HuyphongBond,Ha ha bố m lại sợ quá cứ đóng mái vòm đi r bố đóng hòm cho mấy con luôn 😂,2025-04-14T14:12:19Z,FALSE,,ha ha bố m sợ quá đóng mái vòm đi r_bố đóng hòm mấy con luôn,1
UCQqSJr6WYH0Bq7mrlFhzWDw,-8nofSjsHA8,"THE LOCKER ROOM | ARSENAL KHÔNG SỢ BERNABEU ĐÂU, NHƯNG CÓ NHỮNG BÀI HỌC HỌ PHẢI NHỚ",@phamdung-mn7nf,Á quân EPL nhưng mà có cúp thắng quán quân c1 mùa này 3-0 là mừng rồi. London is red❤,2025-04-14T14:10:42Z,FALSE,,á_quân epl nhưng_mà cúp thắng quán_quân c1 mùa 3 0 mừng london is red,0
UCQqSJr6WYH0Bq7mrlFhzWDw,-8nofSjsHA8,"THE LOCKER ROOM | ARSENAL KHÔNG SỢ BERNABEU ĐÂU, NHƯNG CÓ NHỮNG BÀI HỌC HỌ PHẢI NHỚ",@hoangkhangtran735,"quan trọng là lối đá.trận lượt đi Asenal mà sắt bén.tỷ số đã là 6,7 -0.áp đảo toàn diện.Asenal công kém.chứ thủ thì hay nhất châu âu cùng với inter rồi.",2025-04-14T14:07:12Z,FALSE,,quan_trọng lối đá trận lượt đi asenal sắt_bén tỷ_số 6 7 0 áp_đảo toàn_diện asenal công_kém chứ_thủ hay nhất châu_âu inter,0
UCQqSJr6WYH0Bq7mrlFhzWDw,-8nofSjsHA8,"THE LOCKER ROOM | ARSENAL KHÔNG SỢ BERNABEU ĐÂU, NHƯNG CÓ NHỮNG BÀI HỌC HỌ PHẢI NHỚ",@DongPham-so7fv,"Cuối cùng thì sao? Rõ ràng real cũng không tự tin vào chính mình. Nếu họ tự tin thì họ không cần đến âm thanh kiểu vậy. Chưa đá mà đã cảm nhận thua rồi thì không nên nói nhiều, cảm nhận thất bại, thất bại đến. Thế thôi!",2025-04-14T14:06:12Z,FALSE,,cuối_cùng sao rõ_ràng real tự_tin chính mình họ tự_tin họ đến âm_thanh kiểu đá cảm_nhận thua nói cảm_nhận thất_bại thất_bại đến thế thôi,0
UCQqSJr6WYH0Bq7mrlFhzWDw,-8nofSjsHA8,"THE LOCKER ROOM | ARSENAL KHÔNG SỢ BERNABEU ĐÂU, NHƯNG CÓ NHỮNG BÀI HỌC HỌ PHẢI NHỚ",@ucle145,"Kêu ben, kross, cr7 về thì đc, lứa này mà lội j",2025-04-14T14:04:00Z,FALSE,,kêu ben kross cr7 về đc_lứa lội j,0
UCQqSJr6WYH0Bq7mrlFhzWDw,-8nofSjsHA8,"THE LOCKER ROOM | ARSENAL KHÔNG SỢ BERNABEU ĐÂU, NHƯNG CÓ NHỮNG BÀI HỌC HỌ PHẢI NHỚ",@QuanPham-j3e,"Nói thiệt chứ real dồn lên tấn công dồn dập rất dễ bị sập bẫy Ars phản công lắm, tôi nghĩ trận này hoà hoặc real sẽ thắng cách biệt 1 bàn gỡ lại danh dự với cđv nhà thôi. Tạm biệt nhà vua thôi",2025-04-14T14:03:53Z,FALSE,,nói thiệt real dồn tấn_công dồn_dập dễ sập bẫy ars phản_công lắm tôi nghĩ trận hòa hoặc real thắng cách_biệt 1 bàn_gỡ danh_dự cđv nhà thôi tạm_biệt nhà_vua thôi,0
UCQqSJr6WYH0Bq7mrlFhzWDw,-8nofSjsHA8,"THE LOCKER ROOM | ARSENAL KHÔNG SỢ BERNABEU ĐÂU, NHƯNG CÓ NHỮNG BÀI HỌC HỌ PHẢI NHỚ",@XuantriTran-y5h,Kênh kênh thắng a e tin tôi đi ❤🎉,2025-04-14T14:01:58Z,FALSE,,kênh kênh thắng a_e tin tôi đi,0
UCQqSJr6WYH0Bq7mrlFhzWDw,-8nofSjsHA8,"THE LOCKER ROOM | ARSENAL KHÔNG SỢ BERNABEU ĐÂU, NHƯNG CÓ NHỮNG BÀI HỌC HỌ PHẢI NHỚ",@PhuongVu-t7q,"mẹ cứ như ghê lắm...
real năm nay nó méo có vẹo gì đâu",2025-04-14T14:00:07Z,FALSE,,mẹ ghê lắm real năm nay nó méo vẹo đâu,0
UCQqSJr6WYH0Bq7mrlFhzWDw,-8nofSjsHA8,"THE LOCKER ROOM | ARSENAL KHÔNG SỢ BERNABEU ĐÂU, NHƯNG CÓ NHỮNG BÀI HỌC HỌ PHẢI NHỚ",@thegodofthegame782,cứ gáy thôi mất toni kroos r mà vẫn kêu đc,2025-04-14T13:59:09Z,FALSE,,gáy thôi mất toni kroos_r kêu đc,0
UCQqSJr6WYH0Bq7mrlFhzWDw,-8nofSjsHA8,"THE LOCKER ROOM | ARSENAL KHÔNG SỢ BERNABEU ĐÂU, NHƯNG CÓ NHỮNG BÀI HỌC HỌ PHẢI NHỚ",@LucMooc,"Mơ à, chỉ tự an ủi mình thôi, xin chia buồn fan real",2025-04-14T13:56:06Z,FALSE,,mơ à tự an_ủi mình thôi xin chia buồn fan real,0
UCQqSJr6WYH0Bq7mrlFhzWDw,-8nofSjsHA8,"THE LOCKER ROOM | ARSENAL KHÔNG SỢ BERNABEU ĐÂU, NHƯNG CÓ NHỮNG BÀI HỌC HỌ PHẢI NHỚ",@oanthanhbinh9280,Pháo thủ giờ đá chắc chắn và bản lĩnh lắm.real đợt này đá tù quá chông chờ sự thăng hoa của các cầu thủ thôi,2025-04-14T13:51:11Z,FALSE,,pháo_thủ giờ đá chắc_chắn bản_lĩnh lắm real đợt đá tù quá chông chờ thăng_hoa cầu_thủ thôi,0
UCQqSJr6WYH0Bq7mrlFhzWDw,-8nofSjsHA8,"THE LOCKER ROOM | ARSENAL KHÔNG SỢ BERNABEU ĐÂU, NHƯNG CÓ NHỮNG BÀI HỌC HỌ PHẢI NHỚ",@duongthanhat4173,😊Lượt về chú 4 thắng 3-1 nhé.,2025-04-14T13:50:07Z,FALSE,,lượt về chú 4 thắng 3 1 nhé,0
UCQqSJr6WYH0Bq7mrlFhzWDw,-8nofSjsHA8,"THE LOCKER ROOM | ARSENAL KHÔNG SỢ BERNABEU ĐÂU, NHƯNG CÓ NHỮNG BÀI HỌC HỌ PHẢI NHỚ",@sonnam9104,Real và bacca là 2 thằng hay mua trọng tài nhất.,2025-04-14T13:49:10Z,FALSE,,real bacca 2 thằng hay mua trọng_tài nhất,0
UCQqSJr6WYH0Bq7mrlFhzWDw,-8nofSjsHA8,"THE LOCKER ROOM | ARSENAL KHÔNG SỢ BERNABEU ĐÂU, NHƯNG CÓ NHỮNG BÀI HỌC HỌ PHẢI NHỚ",@adgjrk5608,"RM cứ đá thoải mái thôi, thua cũng thua rồi, giờ còn lượt về để hi vọng :))) Biết đâu lật được, còn ko thì cũng chả sao. Làm gì có đội nào vô địch C1 hoài hoài được :)))",2025-04-14T13:47:38Z,FALSE,,rm đá thoải_mái thôi thua thua giờ còn lượt về hi_vọng biết_đâu lật còn ko chả_sao làm_gì đội nào vô_địch c1 hoài hoài,0
UCQqSJr6WYH0Bq7mrlFhzWDw,-8nofSjsHA8,"THE LOCKER ROOM | ARSENAL KHÔNG SỢ BERNABEU ĐÂU, NHƯNG CÓ NHỮNG BÀI HỌC HỌ PHẢI NHỚ",@BinhNguyen-ql7fu,Rồi để tau chống mắt lên xem như nào,2025-04-14T13:45:35Z,FALSE,,tau chống mắt xem nào,0
UCQqSJr6WYH0Bq7mrlFhzWDw,-8nofSjsHA8,"THE LOCKER ROOM | ARSENAL KHÔNG SỢ BERNABEU ĐÂU, NHƯNG CÓ NHỮNG BÀI HỌC HỌ PHẢI NHỚ",@hieuduong3169,"Thua live, thua cả acmilan, thua be bét Bar trên mọi mặt trận. Nói thật chứ tầm này chả ai tin đc có một cuộc lội ngược dòng trước pháo cả",2025-04-14T13:45:31Z,FALSE,,thua live_thua acmilan_thua be bét bar mọi mặt_trận nói thật tầm chả ai tin đc một cuộc lội ngược dòng pháo,0
UCQqSJr6WYH0Bq7mrlFhzWDw,-8nofSjsHA8,"THE LOCKER ROOM | ARSENAL KHÔNG SỢ BERNABEU ĐÂU, NHƯNG CÓ NHỮNG BÀI HỌC HỌ PHẢI NHỚ",@tienle2959,Năm nay arsenal vs barcelona gặp trung kết thôi,2025-04-14T13:43:34Z,FALSE,,năm nay arsenal vs barcelona gặp trung_kết thôi,0
UCQqSJr6WYH0Bq7mrlFhzWDw,-8nofSjsHA8,"THE LOCKER ROOM | ARSENAL KHÔNG SỢ BERNABEU ĐÂU, NHƯNG CÓ NHỮNG BÀI HỌC HỌ PHẢI NHỚ",@Leo-dr6ut,Sân tập của Barcelona làm gì mà căng thế,2025-04-14T13:43:16Z,FALSE,,sân tập barcelona làm căng thế,0
UCQqSJr6WYH0Bq7mrlFhzWDw,-8nofSjsHA8,"THE LOCKER ROOM | ARSENAL KHÔNG SỢ BERNABEU ĐÂU, NHƯNG CÓ NHỮNG BÀI HỌC HỌ PHẢI NHỚ",@DongNguyen-u5m,Khẩu đại bác bắn rụng lông mấy con kềnh kềnh 😂😂😂😂😂,2025-04-14T13:43:12Z,FALSE,,khẩu đại_bác bắn rụng lông mấy con kềnh kềnh,0
UCQqSJr6WYH0Bq7mrlFhzWDw,-8nofSjsHA8,"THE LOCKER ROOM | ARSENAL KHÔNG SỢ BERNABEU ĐÂU, NHƯNG CÓ NHỮNG BÀI HỌC HỌ PHẢI NHỚ",@thuongpham12345,"Tôi tin rằng asenanl sẽ biết mình cần phải làm ntn để dành chiến thắng chung cuộc, Real Madrid nhà vua sẽ băng hà",2025-04-14T13:38:34Z,FALSE,,tôi tin asenanl biết mình làm ntn để_dành chiến_thắng chung cuộc real madrid nhà_vua băng_hà,0
UCQqSJr6WYH0Bq7mrlFhzWDw,-8nofSjsHA8,"THE LOCKER ROOM | ARSENAL KHÔNG SỢ BERNABEU ĐÂU, NHƯNG CÓ NHỮNG BÀI HỌC HỌ PHẢI NHỚ",@LuậnNguyễnQuang-g4q,Thực sự là để lật ngược trận này thì rất khó nhưng mà mình là fan real nên mình vẫn luôn có niềm tin về đội bóng yêu thích của mình. Hứa hẹn sẽ có 1 trận đấu kịch tính nhất tại vòng tứ kết năm nay,2025-04-14T13:36:11Z,FALSE,,thực_sự lật ngược_trận khó nhưng_mà mình fan_real mình luôn niềm tin về đội bóng yêu_thích mình hứa_hẹn 1 trận đấu_kịch tính nhất vòng tứ_kết năm nay,0
UCQqSJr6WYH0Bq7mrlFhzWDw,-8nofSjsHA8,"THE LOCKER ROOM | ARSENAL KHÔNG SỢ BERNABEU ĐÂU, NHƯNG CÓ NHỮNG BÀI HỌC HỌ PHẢI NHỚ",@MrNguyenchikien,Tôi cũng như bạn. Cổ vũ Real nhiều năm nay trừ khi Real gặp Arsenal.,2025-04-14T14:48:21Z,TRUE,@LuậnNguyễnQuang-g4q,tôi bạn cổ_vũ_real năm nay trừ real gặp arsenal,0
UCQqSJr6WYH0Bq7mrlFhzWDw,-8nofSjsHA8,"THE LOCKER ROOM | ARSENAL KHÔNG SỢ BERNABEU ĐÂU, NHƯNG CÓ NHỮNG BÀI HỌC HỌ PHẢI NHỚ",@ThếHuy1987,Arsenal ko để 1 cầu thủ nào đó bị thẻ đỏ như trong quá khứ khi đối đầu với bayen và baca là được  ăn .,2025-04-14T13:36:08Z,FALSE,,arsenal ko 1 cầu_thủ nào thẻ_đỏ trong quá_khứ đối_đầu bayen baca ăn,0
UCQqSJr6WYH0Bq7mrlFhzWDw,-8nofSjsHA8,"THE LOCKER ROOM | ARSENAL KHÔNG SỢ BERNABEU ĐÂU, NHƯNG CÓ NHỮNG BÀI HỌC HỌ PHẢI NHỚ",@Khoanb,Trận Liverpool ngược dòng barca thì chuẩn chứ trận barca ngược dòng psg do tài 1 phần lớn ...,2025-04-14T13:35:25Z,FALSE,,trận liverpool ngược dòng barca chuẩn trận barca ngược dòng psg tài 1 phần_lớn,0
UCQqSJr6WYH0Bq7mrlFhzWDw,-8nofSjsHA8,"THE LOCKER ROOM | ARSENAL KHÔNG SỢ BERNABEU ĐÂU, NHƯNG CÓ NHỮNG BÀI HỌC HỌ PHẢI NHỚ",@blvanhquan68,là sao nhỉ,2025-04-14T14:25:51Z,TRUE,@Khoanb,sao nhỉ,0
UCQqSJr6WYH0Bq7mrlFhzWDw,-8nofSjsHA8,"THE LOCKER ROOM | ARSENAL KHÔNG SỢ BERNABEU ĐÂU, NHƯNG CÓ NHỮNG BÀI HỌC HỌ PHẢI NHỚ",@MinhLã-f9v,80% loại.😅😅😅😅,2025-04-14T13:34:44Z,FALSE,,80 loại,0
UCQqSJr6WYH0Bq7mrlFhzWDw,-8nofSjsHA8,"THE LOCKER ROOM | ARSENAL KHÔNG SỢ BERNABEU ĐÂU, NHƯNG CÓ NHỮNG BÀI HỌC HỌ PHẢI NHỚ",@Khoanb,Real mạnh nhưng ko thấy cầu thủ nào của real có tinh thần chiến đấu như cr7 cả..có lẽ hòa .1..1 ko thì real thua 1__2 😂,2025-04-14T13:33:21Z,FALSE,,real mạnh ko thấy cầu_thủ nào real tinh_thần chiến_đấu cr7 có_lẽ hòa 1 1 ko real_thua 1 2,0
UCQqSJr6WYH0Bq7mrlFhzWDw,-8nofSjsHA8,"THE LOCKER ROOM | ARSENAL KHÔNG SỢ BERNABEU ĐÂU, NHƯNG CÓ NHỮNG BÀI HỌC HỌ PHẢI NHỚ",@TruongLong-m5i,Arsenal thắng luôn trận lượt về cho real tâm phục khẩu phục😅😅,2025-04-14T13:31:01Z,FALSE,,arsenal thắng luôn trận lượt về real tâm_phục_khẩu phục,0
UCQqSJr6WYH0Bq7mrlFhzWDw,-8nofSjsHA8,"THE LOCKER ROOM | ARSENAL KHÔNG SỢ BERNABEU ĐÂU, NHƯNG CÓ NHỮNG BÀI HỌC HỌ PHẢI NHỚ",@rychannel256,"Tất cả chỉ là dự đoán, rồi đâu lại vào đấy thôi, sẽ có 1 cầu thủ trẻ của arsenal sắm vai Thierry Henry tỏa sáng và ghi bàn duy nhất trên Bernabeu, chung cuộc Ars 4 - 0 Real.",2025-04-14T13:26:29Z,FALSE,,tất_cả dự_đoán đâu đấy thôi 1 cầu_thủ trẻ arsenal sắm vai thierry henry tỏa sáng ghi_bàn duy_nhất bernabeu chung cuộc ars 4 0 real,0
