channel_id,video_id,video_title,author,comment,publishedAt,is_reply,reply_to,clean_comment,label
UCRdD55JrlRDzHeec3bKrH4g,AMuRsh1nGTY,Vấn đề bản quyền giữa các nhà sáng tạo nghệ thuật và AI | VOA Tiếng Việt,@huongphamthi4946,Tại sao sáng tác nghệ thuật mà phải cần AI,2025-04-03T11:39:03Z,False,,tại_sao sáng_tác nghệ_thuật ai,0
UCRdD55JrlRDzHeec3bKrH4g,AMuRsh1nGTY,Vấn đề bản quyền giữa các nhà sáng tạo nghệ thuật và AI | VOA Tiếng Việt,@giaitri-gc2rq,Khổ thân  voa,2025-04-02T07:15:04Z,False,,khổ thân voa,0
UCRdD55JrlRDzHeec3bKrH4g,AMuRsh1nGTY,Vấn đề bản quyền giữa các nhà sáng tạo nghệ thuật và AI | VOA Tiếng Việt,@radio-vb2sd,Quý Đài hết hơi rồi ah? 1 tuần nay ko thấy thở,2025-04-02T02:15:40Z,False,,quý_đài hết hơi ah 1 tuần nay ko thấy thở,0
UCRdD55JrlRDzHeec3bKrH4g,AMuRsh1nGTY,Vấn đề bản quyền giữa các nhà sáng tạo nghệ thuật và AI | VOA Tiếng Việt,@NguyenTrung-ds5yv,Voa 2 tuần không thấy đăng gì hết vậy😢😢😢,2025-04-01T14:21:52Z,False,,voa 2 tuần thấy đăng hết,0
UCRdD55JrlRDzHeec3bKrH4g,AMuRsh1nGTY,Vấn đề bản quyền giữa các nhà sáng tạo nghệ thuật và AI | VOA Tiếng Việt,@nguoiquansat01,"Có phải VOA đóng cửa rồi ko, ko thấy lên tin mới",2025-04-01T02:18:28Z,False,,voa đóng_cửa ko ko thấy tin mới,0
UCRdD55JrlRDzHeec3bKrH4g,AMuRsh1nGTY,Vấn đề bản quyền giữa các nhà sáng tạo nghệ thuật và AI | VOA Tiếng Việt,@tranphong2003,"Thì nhà nước đang tinh gọn bộ máy mà , có thể nghĩ rồi",2025-04-01T09:58:13Z,True,@nguoiquansat01,nhà_nước tinh_gọn bộ_máy nghĩ,0
UCRdD55JrlRDzHeec3bKrH4g,AMuRsh1nGTY,Vấn đề bản quyền giữa các nhà sáng tạo nghệ thuật và AI | VOA Tiếng Việt,@tungchu4379,"@@tranphong2003 này là do Mỹ không cấp tiền nữa , chứ VOA nào do nhà nước VN tài trợ",2025-04-04T13:04:56Z,True,@nguoiquansat01,mỹ cấp tiền voa nào nhà_nước vn tài_trợ,0
UCRdD55JrlRDzHeec3bKrH4g,AMuRsh1nGTY,Vấn đề bản quyền giữa các nhà sáng tạo nghệ thuật và AI | VOA Tiếng Việt,@HauVaDacSanTayBac,@@tungchu4379 Mỹ cũng tinh gọn mà,2025-05-01T06:40:00Z,True,@nguoiquansat01,mỹ tinh_gọn,0
UCRdD55JrlRDzHeec3bKrH4g,AMuRsh1nGTY,Vấn đề bản quyền giữa các nhà sáng tạo nghệ thuật và AI | VOA Tiếng Việt,@hongdieunguyen6817,Xin hỏi sao VOA trên Youtube tôi không vào vào xem được?,2025-04-01T01:07:08Z,False,,xin hỏi sao voa youtube tôi xem,0
UCRdD55JrlRDzHeec3bKrH4g,AMuRsh1nGTY,Vấn đề bản quyền giữa các nhà sáng tạo nghệ thuật và AI | VOA Tiếng Việt,@sonnx4005,Bị Trump bịt miệng gòi 😁😁😁,2025-04-01T06:27:20Z,True,@hongdieunguyen6817,trump bịt miệng gòi,0
UCRdD55JrlRDzHeec3bKrH4g,AMuRsh1nGTY,Vấn đề bản quyền giữa các nhà sáng tạo nghệ thuật và AI | VOA Tiếng Việt,@tranphong2003,"​@@sonnx4005xàm quá ba ơi , nhà nước mình đang tinh gọn bộ máy thôi",2025-04-01T09:58:37Z,True,@hongdieunguyen6817,quá ba ơi nhà_nước mình tinh_gọn bộ_máy thôi,0
UCRdD55JrlRDzHeec3bKrH4g,AMuRsh1nGTY,Vấn đề bản quyền giữa các nhà sáng tạo nghệ thuật và AI | VOA Tiếng Việt,@HauVaDacSanTayBac,@@tranphong2003 voa của bên Mỹ mà,2025-05-01T06:40:33Z,True,@hongdieunguyen6817,voa bên mỹ,0
UCRdD55JrlRDzHeec3bKrH4g,AMuRsh1nGTY,Vấn đề bản quyền giữa các nhà sáng tạo nghệ thuật và AI | VOA Tiếng Việt,@VietCongCreeper,Rồi giờ kênh bị khoá mõm r,2025-03-31T16:18:50Z,False,,giờ kênh khóa mõm r,1
UCRdD55JrlRDzHeec3bKrH4g,AMuRsh1nGTY,Vấn đề bản quyền giữa các nhà sáng tạo nghệ thuật và AI | VOA Tiếng Việt,@bekids7433,Mấy thằng ủng hộ Trump đã sáng mắt ra chưa. Mất việc mất nghề..Ca tụng Trump nữa đi...,2025-03-31T01:45:57Z,False,,mấy thằng ủng_hộ trump sáng_mắt mất mất nghề ca_tụng trump đi,0
UCRdD55JrlRDzHeec3bKrH4g,AMuRsh1nGTY,Vấn đề bản quyền giữa các nhà sáng tạo nghệ thuật và AI | VOA Tiếng Việt,@bekids7433,VOA đứt thật rồi. Quá buồn,2025-03-31T01:44:15Z,False,,voa đứt thật quá buồn,0
UCRdD55JrlRDzHeec3bKrH4g,AMuRsh1nGTY,Vấn đề bản quyền giữa các nhà sáng tạo nghệ thuật và AI | VOA Tiếng Việt,@sauromchuoi5349,Bbc tiếng việt chất lượng hơn,2025-04-01T19:56:59Z,True,@bekids7433,bbc tiếng việt chất_lượng hơn,0
UCRdD55JrlRDzHeec3bKrH4g,AMuRsh1nGTY,Vấn đề bản quyền giữa các nhà sáng tạo nghệ thuật và AI | VOA Tiếng Việt,@tranphong2003,"Nhà nước hiện tại đang tinh gọn bộ máy  , hiểu chưa",2025-04-24T03:34:20Z,True,@bekids7433,nhà_nước hiện_tại tinh_gọn bộ_máy hiểu,0
UCRdD55JrlRDzHeec3bKrH4g,AMuRsh1nGTY,Vấn đề bản quyền giữa các nhà sáng tạo nghệ thuật và AI | VOA Tiếng Việt,@hduc5052,Thì ra truyền thuyết dư luận viên lương 3 củ trump là có thật. Bố trump cắt lương là đói khỏi làm ngay,2025-03-30T20:05:44Z,False,,truyền_thuyết dư_luận_viên lương 3 củ trump thật bố_trump cắt lương đói khỏi làm,0
UCRdD55JrlRDzHeec3bKrH4g,AMuRsh1nGTY,Vấn đề bản quyền giữa các nhà sáng tạo nghệ thuật và AI | VOA Tiếng Việt,@minhlongtran4574,Không còn được nghe voa tiếng việt nữa rồi,2025-03-30T03:20:00Z,False,,còn nghe voa tiếng việt,0
UCRdD55JrlRDzHeec3bKrH4g,AMuRsh1nGTY,Vấn đề bản quyền giữa các nhà sáng tạo nghệ thuật và AI | VOA Tiếng Việt,@Lu-Xu-Bu,Voa không làm nữa sao không làm 1 video chia tay vậy ta..Hụt hẫng nhỉ,2025-03-29T01:11:25Z,False,,voa làm sao làm 1 video chia_tay ta hụt_hẫng nhỉ,0
UCRdD55JrlRDzHeec3bKrH4g,AMuRsh1nGTY,Vấn đề bản quyền giữa các nhà sáng tạo nghệ thuật và AI | VOA Tiếng Việt,@QUANGLEE234,Tin Quốc tế: Tàu NATO phủ kín cảng Odessa; Israel phẫn nộ vì Mỹ lộ tin mật; Putin “dắt mũi” Trump?,2025-03-28T14:25:27Z,False,,tin quốc_tế tàu nato phủ kín cảng odessa israel phẫn_nộ mỹ_lộ tin mật_putin “ dắt_mũi ” trump,0
UCRdD55JrlRDzHeec3bKrH4g,AMuRsh1nGTY,Vấn đề bản quyền giữa các nhà sáng tạo nghệ thuật và AI | VOA Tiếng Việt,@HoangNamXuThanh,hết tiền hết video mới à ❤tiền lương lâu nay đâu công ích cho mọi người vài video đi .,2025-03-28T05:20:05Z,False,,hết tiền hết video mới à tiền_lương lâu_nay đâu công_ích mọi người vài video đi,0
UCRdD55JrlRDzHeec3bKrH4g,AMuRsh1nGTY,Vấn đề bản quyền giữa các nhà sáng tạo nghệ thuật và AI | VOA Tiếng Việt,@ThanLongVu,Ủa sao dạo này VOA ko có clip mới thế,2025-03-27T04:43:44Z,False,,ủa sao dạo voa ko clip mới thế,0
UCRdD55JrlRDzHeec3bKrH4g,AMuRsh1nGTY,Vấn đề bản quyền giữa các nhà sáng tạo nghệ thuật và AI | VOA Tiếng Việt,@inhviet6898,bị Mỹ cắt rồi !,2025-03-27T11:25:59Z,True,@ThanLongVu,mỹ_cắt,0
UCRdD55JrlRDzHeec3bKrH4g,AMuRsh1nGTY,Vấn đề bản quyền giữa các nhà sáng tạo nghệ thuật và AI | VOA Tiếng Việt,@PhiênPhanVăn-x2c,"Phải nói bị khớp mo ,vì nó chống trum , lúc trum bị nạn nó nói sau trum hôn mông biden giờ nó phải chieu hậu quả , vì sống chỉ nin not",2025-03-27T18:06:28Z,True,@ThanLongVu,nói khớp_mo nó chống trum trum nạn nó nói trum hôn_mông biden giờ nó chieu hậu_quả sống nin not,0
UCRdD55JrlRDzHeec3bKrH4g,AMuRsh1nGTY,Vấn đề bản quyền giữa các nhà sáng tạo nghệ thuật và AI | VOA Tiếng Việt,@tranphong2003,Nhà nước đang tinh gọn bộ máy mà,2025-03-29T05:47:35Z,True,@ThanLongVu,nhà_nước tinh_gọn bộ_máy,0
UCRdD55JrlRDzHeec3bKrH4g,AMuRsh1nGTY,Vấn đề bản quyền giữa các nhà sáng tạo nghệ thuật và AI | VOA Tiếng Việt,@ye7wb,"Tôi thích xem chương trình sức khỏe, di trú cô mc Trà My cùng các luật sư, bác sĩ. Và tôi cũng thích chương trình kinh tế của anh Ngọc Lễ và giáo sư Khương Hữu Lộc. Rất hay và bổ ích
Nhân đây xin được gởi lời cảm ơn đến đài VOA tiếng Việt và các khách mời.",2025-03-25T14:39:50Z,False,,tôi thích xem chương_trình sức_khỏe di_trú cô mc trà my luật_sư bác_sĩ tôi thích chương_trình kinh_tế anh ngọc_lễ giáo_sư khương_hữu_lộc hay bổ_ích nhân_đây xin gởi lời cảm_ơn đến đài voa tiếng việt khách mời,0
UCRdD55JrlRDzHeec3bKrH4g,AMuRsh1nGTY,Vấn đề bản quyền giữa các nhà sáng tạo nghệ thuật và AI | VOA Tiếng Việt,@kimsports3927,Trump bây giờ chỉ có tiền là trên hết. Voa ngủm rồi.,2025-03-25T03:47:00Z,False,,trump bây_giờ tiền trên_hết voa ngủm,0
UCRdD55JrlRDzHeec3bKrH4g,AMuRsh1nGTY,Vấn đề bản quyền giữa các nhà sáng tạo nghệ thuật và AI | VOA Tiếng Việt,@TuongNguyen-pk3bf,"Quốc Phương chạy từ BBC về giờ không biết chạy đi đâu nữa , khi nào có đài mới,moi mấy ông chống cộng Theo nhe",2025-03-24T09:49:57Z,False,,quốc_phương chạy bbc về giờ biết chạy đi đâu nào đài mới moi mấy ông chống cộng nhe,0
UCRdD55JrlRDzHeec3bKrH4g,AMuRsh1nGTY,Vấn đề bản quyền giữa các nhà sáng tạo nghệ thuật và AI | VOA Tiếng Việt,@trongnghia1432-r1t,Lúc này hết kinh phí nên ít ra video hen???,2025-03-24T08:28:22Z,False,,hết kinh_phí ít_ra video hen,0
UCRdD55JrlRDzHeec3bKrH4g,AMuRsh1nGTY,Vấn đề bản quyền giữa các nhà sáng tạo nghệ thuật và AI | VOA Tiếng Việt,@tranphong2003,Nhà nước đang tinh gọn bộ máy nên chắc VOA xin nghỉ rồi,2025-03-29T05:47:56Z,True,@trongnghia1432-r1t,nhà_nước tinh_gọn bộ_máy chắc voa xin nghỉ,0
UCRdD55JrlRDzHeec3bKrH4g,AMuRsh1nGTY,Vấn đề bản quyền giữa các nhà sáng tạo nghệ thuật và AI | VOA Tiếng Việt,@NamLe-g5w,"Kênh Vọc Cu Americặc giờ ra nông nỗi này .
Cuốc Phương bb cu sang vọc  giờ chạy đi Pháp 😅 arép y hay aham less",2025-03-24T06:51:14Z,False,,kênh vọc cu americặc giờ nông_nỗi cuốc_phương bb cu sang vọc giờ chạy đi_pháp arép_y hay aham less,0
UCRdD55JrlRDzHeec3bKrH4g,AMuRsh1nGTY,Vấn đề bản quyền giữa các nhà sáng tạo nghệ thuật và AI | VOA Tiếng Việt,@ucminhnguyen3527,Hết một đời sủa thuê,2025-03-24T06:28:44Z,False,,hết một đời sủa thuê,1
UCRdD55JrlRDzHeec3bKrH4g,AMuRsh1nGTY,Vấn đề bản quyền giữa các nhà sáng tạo nghệ thuật và AI | VOA Tiếng Việt,@PhiênPhanVăn-x2c,VOA tho tả bị trum khớp mo rồi giờ sao sua đây kk,2025-03-24T05:07:18Z,False,,voa tho_tả trum khớp_mo giờ sao sua kk,0
UCRdD55JrlRDzHeec3bKrH4g,AMuRsh1nGTY,Vấn đề bản quyền giữa các nhà sáng tạo nghệ thuật và AI | VOA Tiếng Việt,@kimquantv9284,Voa cố gắn thêm nhé! Đừng bỏ đài,2025-03-24T04:16:15Z,False,,voa cố gắn thêm nhé đừng bỏ đài,0
UCRdD55JrlRDzHeec3bKrH4g,AMuRsh1nGTY,Vấn đề bản quyền giữa các nhà sáng tạo nghệ thuật và AI | VOA Tiếng Việt,@trongnghia1432-r1t,Rồi lấy cái gì bỏ vào mồm???,2025-03-24T08:28:53Z,True,@kimquantv9284,lấy bỏ mồm,0
UCRdD55JrlRDzHeec3bKrH4g,AMuRsh1nGTY,Vấn đề bản quyền giữa các nhà sáng tạo nghệ thuật và AI | VOA Tiếng Việt,@LamLam-m1k,Cách duy nhất là chánh quyền CHXHCN VN thay cho Mỹ tài trợ cho các biên tập viên của VOA,2025-03-25T04:25:25Z,True,@kimquantv9284,cách duy_nhất chánh quyền chxhcn vn thay mỹ tài_trợ biên_tập_viên voa,0
UCRdD55JrlRDzHeec3bKrH4g,AMuRsh1nGTY,Vấn đề bản quyền giữa các nhà sáng tạo nghệ thuật và AI | VOA Tiếng Việt,@hieuho-oz7id,VOA hãy tiếp tục phục vụ khán giả,2025-03-24T02:40:23Z,False,,voa hãy tiếp_tục phục_vụ khán_giả,0
UCRdD55JrlRDzHeec3bKrH4g,AMuRsh1nGTY,Vấn đề bản quyền giữa các nhà sáng tạo nghệ thuật và AI | VOA Tiếng Việt,@NamLe-g5w,Phồn lực mẽo😅,2025-03-24T05:21:09Z,True,@hieuho-oz7id,phồn_lực mẽo,0
UCRdD55JrlRDzHeec3bKrH4g,AMuRsh1nGTY,Vấn đề bản quyền giữa các nhà sáng tạo nghệ thuật và AI | VOA Tiếng Việt,@kytruong8253,"Anh hưởng ngay lập tức , quá chuyên nghiệp",2025-03-24T00:06:19Z,False,,anh hưởng ngay_lập_tức quá chuyên_nghiệp,0
UCRdD55JrlRDzHeec3bKrH4g,AMuRsh1nGTY,Vấn đề bản quyền giữa các nhà sáng tạo nghệ thuật và AI | VOA Tiếng Việt,@TuNguyen-mh6jz,"VOA bị ông Trump cấm ,  VOA lên chuyển sang thương mại để các quảng cáo vào,",2025-03-23T07:32:16Z,False,,voa ông trump cấm voa chuyển sang thương_mại quảng_cáo,0
UCRdD55JrlRDzHeec3bKrH4g,AMuRsh1nGTY,Vấn đề bản quyền giữa các nhà sáng tạo nghệ thuật và AI | VOA Tiếng Việt,@ganto-jf2sd,Nghe nói.. Phóng viên VOA đang lo sợ bị trục xuất về VN...,2025-03-23T06:49:58Z,False,,nghe nói phóng_viên voa lo_sợ trục_xuất về vn,0
UCRdD55JrlRDzHeec3bKrH4g,AMuRsh1nGTY,Vấn đề bản quyền giữa các nhà sáng tạo nghệ thuật và AI | VOA Tiếng Việt,@LFL711,Đài VC giọng Bắc cụ thổ tả,2025-03-23T03:51:40Z,False,,đài vc giọng bắc cụ thổ_tả,1
UCRdD55JrlRDzHeec3bKrH4g,AMuRsh1nGTY,Vấn đề bản quyền giữa các nhà sáng tạo nghệ thuật và AI | VOA Tiếng Việt,@ganto-jf2sd,Bình luận chia rẽ  vùng miền là Nu nhất..,2025-03-23T06:50:47Z,True,@LFL711,bình_luận chia_rẽ vùng_miền nu nhất,0
UCRdD55JrlRDzHeec3bKrH4g,AMuRsh1nGTY,Vấn đề bản quyền giữa các nhà sáng tạo nghệ thuật và AI | VOA Tiếng Việt,@nguyenty7392,chia buồn nhé,2025-03-23T01:51:09Z,False,,chia buồn nhé,0
UCRdD55JrlRDzHeec3bKrH4g,AMuRsh1nGTY,Vấn đề bản quyền giữa các nhà sáng tạo nghệ thuật và AI | VOA Tiếng Việt,@PhiênPhanVăn-x2c,VOA không đồng điệu với mi  trum cam rồi sao vẫn còn bánh tron ha,2025-03-22T15:09:08Z,False,,voa đồng_điệu mi trum_cam sao còn bánh tron ha,0
UCRdD55JrlRDzHeec3bKrH4g,AMuRsh1nGTY,Vấn đề bản quyền giữa các nhà sáng tạo nghệ thuật và AI | VOA Tiếng Việt,@giao-si-cong-nghe,Sủa về nhân quyền. Giờ thì quyền được sủa cũng không có,2025-03-22T05:53:22Z,False,,sủa về nhân_quyền giờ quyền sủa,1
UCRdD55JrlRDzHeec3bKrH4g,AMuRsh1nGTY,Vấn đề bản quyền giữa các nhà sáng tạo nghệ thuật và AI | VOA Tiếng Việt,@bonnetphan7252,"VOA bây giờ không như ngày xưa. Các giọng đọc nghe rất khác, không giống như xưa. Nghe phát ngôn viên của đài VOA bây giờ cứ như là đài tiếng nói Việt Nam từ Hà nôi. Và VOA có khuynh hướng thiên tả nhiều quá. Dẫu vậy vẫn rất tiếc cho VOA kh còn hoạt động nữa.",2025-03-22T00:43:23Z,False,,voa bây_giờ ngày_xưa giọng đọc nghe khác giống xưa nghe_phát_ngôn_viên đài voa bây_giờ đài tiếng_nói việt_nam hà_nôi voa khuynh_hướng thiên_tả quá dẫu tiếc voa kh còn hoạt_động,0
UCRdD55JrlRDzHeec3bKrH4g,AMuRsh1nGTY,Vấn đề bản quyền giữa các nhà sáng tạo nghệ thuật và AI | VOA Tiếng Việt,@SaigonRealtor,Cái kênh rác sớm muộn cũng bị cắt tiền =))))) bị khóa mõm rồi =)))),2025-03-21T07:42:14Z,False,,kênh rác sớm muộn cắt tiền khóa mõm,1
UCRdD55JrlRDzHeec3bKrH4g,AMuRsh1nGTY,Vấn đề bản quyền giữa các nhà sáng tạo nghệ thuật và AI | VOA Tiếng Việt,@NgoDinhDiem-q6h,Chính xác cho3 khoang buồn rồi 😂,2025-03-21T14:54:27Z,True,@SaigonRealtor,chính_xác cho3 khoang buồn,0
UCRdD55JrlRDzHeec3bKrH4g,AMuRsh1nGTY,Vấn đề bản quyền giữa các nhà sáng tạo nghệ thuật và AI | VOA Tiếng Việt,@minhcuongepzai7826,Lũ matsaigon nguhoncho sucvat 2 ngày nay bị câm roài,2025-03-21T03:43:01Z,False,,lũ matsaigon nguhoncho sucvat 2 ngày_nay câm roài,0
UCRdD55JrlRDzHeec3bKrH4g,AMuRsh1nGTY,Vấn đề bản quyền giữa các nhà sáng tạo nghệ thuật và AI | VOA Tiếng Việt,@ThanhNguyen-vr4vm,Đài voa ngưng phát rồi hay sao vậy quí đài,2025-03-21T02:45:22Z,False,,đài voa ngưng phát hay sao quí đài,0
UCRdD55JrlRDzHeec3bKrH4g,AMuRsh1nGTY,Vấn đề bản quyền giữa các nhà sáng tạo nghệ thuật và AI | VOA Tiếng Việt,@khoiem3393,Quí đài - đái quỳ 😮,2025-03-21T10:49:02Z,True,@ThanhNguyen-vr4vm,quí đài đái_quỳ,0
UCRdD55JrlRDzHeec3bKrH4g,AMuRsh1nGTY,Vấn đề bản quyền giữa các nhà sáng tạo nghệ thuật và AI | VOA Tiếng Việt,@tranphong2003,Nhà nước hiện đang tinh gọn bộ máy nên khá năng dừng hoạt động rất cao,2025-03-29T05:48:47Z,True,@ThanhNguyen-vr4vm,nhà_nước hiện tinh_gọn bộ_máy khá_năng dừng hoạt_động cao,0
UCRdD55JrlRDzHeec3bKrH4g,AMuRsh1nGTY,Vấn đề bản quyền giữa các nhà sáng tạo nghệ thuật và AI | VOA Tiếng Việt,@thanhhaduy7807,"Trump có thể làm voa giải tán . Như thế 😢 
Trump kẻ độc tài mới",2025-03-20T17:46:30Z,False,,trump làm voa giải_tán như_thế trump kẻ độc_tài mới,1
UCRdD55JrlRDzHeec3bKrH4g,AMuRsh1nGTY,Vấn đề bản quyền giữa các nhà sáng tạo nghệ thuật và AI | VOA Tiếng Việt,@QuangTran-pp4fk,"@ganto-jf2sd 
If the Vietnamese people believed the VCộng, they wouldn’t have sought refuge from CSản daily. Bolsa has answered the question. Please review.",2025-03-20T14:53:29Z,False,,jf2sd if the vietnamese people believed the vcộng they wouldn’t have sought refuge from csản daily bolsa has answered the question please review,0
UCRdD55JrlRDzHeec3bKrH4g,AMuRsh1nGTY,Vấn đề bản quyền giữa các nhà sáng tạo nghệ thuật và AI | VOA Tiếng Việt,@ganto-jf2sd,Quang Trần.. Không được lòng dân.. Mười CS cũng không thể tồn tại...,2025-03-21T07:04:11Z,True,@QuangTran-pp4fk,quang_trần lòng dân mười_cs không_thể tồn_tại,0
UCRdD55JrlRDzHeec3bKrH4g,AMuRsh1nGTY,Vấn đề bản quyền giữa các nhà sáng tạo nghệ thuật và AI | VOA Tiếng Việt,@QuangTran-pp4fk,"@ganto-jf2sd
That’s your right, but what about the Vietnamese people who still seek refuge from CSản every day ?",2025-03-20T13:59:41Z,False,,jf2sd that’s your right but what about the vietnamese people who still seek refuge from csản every day,0
UCRdD55JrlRDzHeec3bKrH4g,AMuRsh1nGTY,Vấn đề bản quyền giữa các nhà sáng tạo nghệ thuật và AI | VOA Tiếng Việt,@ganto-jf2sd,Quang Trần.. Dân còn tin vào đảng thì đáng còn.. OK nạ You..,2025-03-20T14:04:37Z,True,@QuangTran-pp4fk,quang trần_dân còn tin đảng đáng còn ok_nạ you,0
UCRdD55JrlRDzHeec3bKrH4g,AMuRsh1nGTY,Vấn đề bản quyền giữa các nhà sáng tạo nghệ thuật và AI | VOA Tiếng Việt,@ganto-jf2sd,Quang Trần..You chưa trả lời người Việt .. Sài tự do kiều Mỹ trên phố Bỏ Sa như thế nào..,2025-03-20T14:06:47Z,True,@QuangTran-pp4fk,quang trần_you trả_lời người việt sài tự_do kiều_mỹ phố bỏ_sa như_thế_nào,0
UCRdD55JrlRDzHeec3bKrH4g,AMuRsh1nGTY,Vấn đề bản quyền giữa các nhà sáng tạo nghệ thuật và AI | VOA Tiếng Việt,@angKhoaNguyen-ko3nj,Everyday? Just like the exiles who continue making nails in Cali?,2025-03-27T02:49:38Z,True,@QuangTran-pp4fk,everyday just like the exiles who continue making nails in cali,0
UCRdD55JrlRDzHeec3bKrH4g,AMuRsh1nGTY,Vấn đề bản quyền giữa các nhà sáng tạo nghệ thuật và AI | VOA Tiếng Việt,@angKhoaNguyen-ko3nj,"These so-called ""refugees"" are welcome to stay in US and never return to Vietnam.",2025-03-27T02:50:16Z,True,@QuangTran-pp4fk,thes e called refugees are welcome to stay in us and_never return to vietnam,0
UCRdD55JrlRDzHeec3bKrH4g,AMuRsh1nGTY,Vấn đề bản quyền giữa các nhà sáng tạo nghệ thuật và AI | VOA Tiếng Việt,@QuangTran-pp4fk,"@ganto-jf2sd 
I think the VCộng party platform determines the society of VN, not the VN constitution. Freedom and human rights are like that in all free countries, not just in Bolsa.",2025-03-20T13:41:27Z,False,,jf2sd i think the vcộng party platform determines the society of vn not the vn constitution_freedom and_human rights are like that in all free countries not just in bolsa,0
